26.0; -26.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
27.0; -27.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
28.0; -28.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
29.0; -29.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
30.0; -30.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
31.0; -31.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
32.0; -32.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
33.0; -33.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
34.0; -34.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
35.0; -35.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
36.0; -36.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
37.0; -37.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
38.0; -38.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
39.0; -39.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
40.0; -40.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
41.0; -41.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
42.0; -42.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
43.0; -43.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
44.0; -44.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
45.0; -45.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
46.0; -46.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
47.0; -47.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
48.0; -48.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
49.0; -49.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
50.0; -50.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
51.0; -51.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
52.0; -52.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
53.0; -53.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
54.0; -54.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
55.0; -55.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
56.0; -56.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
57.0; -57.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
58.0; -58.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
59.0; -59.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
60.0; -60.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
61.0; -61.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
62.0; -62.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
63.0; -63.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
64.0; -64.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
65.0; -65.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
66.0; -66.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
67.0; -67.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
68.0; -68.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
69.0; -69.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
70.0; -70.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
71.0; -71.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
72.0; -72.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
73.0; -73.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
74.0; -74.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
75.0; -75.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
